FRB20181226F,0.5922294583333333
FRB20180910A,0.5941223533333333
FRB20190430C,0.6783487516666666
FRB20190226B,0.8418866116666667
FRB20190609C,1.2004941683333332
FRB20190915D,0.6123834166666666
FRB20191114A,0.5715233033333333
FRB20200809E,0.25731537666666665
FRB20200619A,0.572865805
FRB20190804E,1.3495358666666666
FRB20200926A,0.31684041
FRB20191106C,1.6958924266666666
FRB20201221B,0.5592263166666667
FRB20201130A,2.10136863
FRB20200929C,2.4933294966666666
FRB20200223B,3.976322035
FRB20190110C,7.5041670216666665
