FRB20180910A,0.7877575333333333
FRB20181226F,0.9604652966666667
FRB20190430C,1.904974875
FRB20190226B,2.8123710683333334
FRB20190915D,1.9887523966666667
FRB20190609C,4.83286858
FRB20191114A,2.124215663333333
FRB20200809E,0.37713335166666667
FRB20200926A,0.6608184333333333
FRB20200619A,2.1698337266666665
FRB20190804E,6.322827096666667
FRB20201221B,2.1981634783333335
FRB20191106C,8.424656971666666
FRB20201130A,10.731691245
FRB20200929C,12.187492801666666
FRB20200223B,21.12330791
FRB20190110C,41.57114219333333
